CustomerID,Total_Spent,Order_Frequency,Avg_Order_Value,Total_Items
39023,913.0,1,913.0,6
96767,911.45,1,911.45,6
23257,911.44,2,455.72,8
89044,910.61,1,910.61,5
89833,908.94,1,908.94,7
26160,907.98,1,907.98,5
47425,906.23,1,906.23,5
76330,905.53,2,452.77,9
34798,905.39,1,905.39,5
17253,904.91,1,904.91,5
30738,904.17,1,904.17,9
79989,903.33,2,451.66,11
85068,903.15,1,903.15,5
64534,899.32,3,299.77,13
97054,898.79,1,898.79,6
68985,896.83,1,896.83,4
87299,896.3,1,896.3,6
14315,895.02,1,895.02,5
62506,894.5,1,894.5,5
61535,893.53,1,893.53,5
43673,893.22,1,893.22,5
42839,891.0,2,445.5,8
62811,889.75,1,889.75,4
50683,889.29,3,296.43,16
19133,887.62,1,887.62,7
56248,887.45,1,887.45,7
81479,885.67,1,885.67,4
25740,885.15,1,885.15,4
27298,885.05,1,885.05,7
15056,883.99,1,883.99,4
24711,882.37,1,882.37,5
80323,881.75,1,881.75,5
95448,880.48,2,440.24,6
55610,880.32,1,880.32,7
33237,878.87,1,878.87,5
74326,878.68,1,878.68,8
39920,876.37,1,876.37,5
67737,876.3,1,876.3,3
46124,875.27,1,875.27,6
35344,874.61,1,874.61,4
55046,872.75,2,436.38,10
35392,872.3,1,872.3,7
34544,868.8,1,868.8,4
72833,868.06,1,868.06,8
42553,866.59,1,866.59,7
33156,866.05,2,433.03,9
29353,865.93,1,865.93,7
39100,864.76,1,864.76,5
14099,862.54,1,862.54,4
99730,860.42,2,430.21,9
78744,860.37,1,860.37,3
95122,858.6,1,858.6,7
96478,857.91,1,857.91,8
71523,857.42,1,857.42,6
19455,856.57,1,856.57,7
87554,856.48,1,856.48,8
88148,856.47,1,856.47,5
87130,856.35,1,856.35,5
30636,854.46,1,854.46,4
77572,854.2,1,854.2,6
34410,852.57,1,852.57,4
51364,851.01,2,425.51,7
33004,850.99,1,850.99,6
62412,850.62,3,283.54,9
26457,850.3,2,425.15,11
33489,850.22,1,850.22,9
62269,849.69,1,849.69,6
20426,849.53,1,849.53,7
89084,849.25,1,849.25,9
28569,847.67,1,847.67,4
42927,846.89,1,846.89,8
48064,846.64,1,846.64,6
64569,846.63,1,846.63,5
31652,845.36,1,845.36,6
98110,844.21,1,844.21,7
80687,843.8,1,843.8,5
73732,841.46,2,420.73,9
96854,839.92,1,839.92,6
74702,838.4,1,838.4,4
80373,838.23,2,419.12,7
60540,836.72,1,836.72,5
29912,836.12,1,836.12,5
86929,835.96,1,835.96,4
63436,835.66,1,835.66,7
57549,834.86,3,278.29,12
78208,832.88,1,832.88,7
80825,832.22,1,832.22,3
80996,832.19,1,832.19,4
95286,831.16,1,831.16,9
84021,830.34,1,830.34,4
45569,828.71,2,414.36,8
67099,828.53,1,828.53,7
62907,827.77,1,827.77,7
19964,827.37,2,413.69,10
89623,826.48,2,413.24,10
58917,826.45,1,826.45,4
41529,826.14,1,826.14,5
95213,825.62,1,825.62,3
39615,825.08,2,412.54,11
17023,824.75,1,824.75,5
29364,823.35,1,823.35,5
49809,822.85,1,822.85,4
29994,822.63,1,822.63,5
53189,821.7,1,821.7,7
11168,821.21,1,821.21,6
23720,821.05,1,821.05,3
42450,820.62,1,820.62,7
64302,819.59,1,819.59,6
95074,818.8,2,409.4,8
44299,818.03,1,818.03,7
59787,818.02,1,818.02,7
37782,817.69,1,817.69,9
35994,816.26,2,408.13,8
46250,815.18,1,815.18,4
79573,814.88,1,814.88,6
39987,814.83,2,407.42,10
61521,814.79,1,814.79,4
20892,814.12,1,814.12,5
49049,813.64,1,813.64,7
52981,812.14,1,812.14,4
41534,811.34,1,811.34,5
77372,810.53,1,810.53,3
58257,810.2,1,810.2,5
54333,809.1,1,809.1,7
31831,806.17,1,806.17,7
31227,806.05,1,806.05,5
36922,805.98,1,805.98,5
82574,805.94,1,805.94,4
58107,805.59,1,805.59,4
56904,805.38,1,805.38,7
51686,804.26,2,402.13,13
33401,803.2,2,401.6,6
45498,802.01,1,802.01,3
72832,801.77,1,801.77,8
10680,800.9,1,800.9,5
97643,800.53,1,800.53,7
53620,800.45,2,400.23,9
17862,800.07,2,400.03,9
75975,799.59,1,799.59,4
23390,796.2,1,796.2,7
10169,795.88,1,795.88,6
42393,794.57,1,794.57,10
90495,789.54,1,789.54,4
24886,789.44,1,789.44,3
38419,789.42,2,394.71,9
28627,789.35,1,789.35,6
99040,789.19,2,394.59,4
50808,788.2,1,788.2,4
81307,787.11,1,787.11,5
42298,786.05,1,786.05,5
77612,785.82,1,785.82,8
18877,785.5,1,785.5,7
69274,785.36,1,785.36,4
71922,783.82,1,783.82,7
89932,783.52,1,783.52,6
35765,782.56,1,782.56,5
53213,781.82,1,781.82,5
20754,780.4,2,390.2,12
35145,780.31,1,780.31,4
79114,779.73,1,779.73,4
68778,779.72,1,779.72,4
48686,778.62,1,778.62,6
74822,778.48,2,389.24,8
20938,777.77,2,388.89,8
19740,775.61,1,775.61,9
56272,774.96,1,774.96,6
59876,774.68,1,774.68,4
26644,773.09,2,386.55,10
85811,772.95,1,772.95,7
11357,772.66,1,772.66,5
76365,772.47,2,386.23,12
14839,771.08,2,385.54,8
80545,770.74,1,770.74,7
19352,769.76,2,384.88,10
70310,769.52,1,769.52,6
97721,769.28,1,769.28,4
13074,769.07,1,769.07,4
12890,768.25,1,768.25,5
77813,767.93,1,767.93,7
82532,767.29,1,767.29,7
36536,764.22,1,764.22,6
41644,764.17,1,764.17,5
61624,763.39,1,763.39,5
20429,763.34,1,763.34,4
60246,760.26,2,380.13,6
96938,760.24,1,760.24,6
14429,759.3,1,759.3,6
77169,759.0,1,759.0,10
92556,758.24,1,758.24,6
12680,756.67,1,756.67,3
94202,755.5,1,755.5,4
10330,755.12,2,377.56,7
86725,754.27,1,754.27,5
94743,754.24,2,377.12,11
58556,754.0,2,377.0,7
91558,753.84,1,753.84,4
43274,753.19,1,753.19,5
28889,753.02,2,376.51,9
52900,751.96,1,751.96,3
75065,751.56,1,751.56,5
22314,750.97,1,750.97,4
44063,750.93,1,750.93,5
21718,750.27,1,750.27,5
66154,748.63,3,249.54,12
42787,748.13,2,374.06,11
86958,747.98,1,747.98,6
96832,747.07,1,747.07,8
44867,746.95,1,746.95,5
38972,746.83,2,373.42,9
80952,745.57,1,745.57,6
91904,744.43,1,744.43,4
95401,743.6,1,743.6,4
74017,742.87,1,742.87,4
66000,742.85,1,742.85,3
78548,742.33,1,742.33,10
99435,742.01,1,742.01,4
31541,741.43,1,741.43,7
94512,741.32,1,741.32,6
73337,741.28,1,741.28,8
89501,741.27,1,741.27,7
27742,739.29,1,739.29,5
11712,738.31,1,738.31,5
15994,738.17,1,738.17,4
36375,736.91,2,368.46,7
89970,736.9,1,736.9,4
33875,736.66,1,736.66,6
14373,734.8,1,734.8,6
39906,733.82,1,733.82,6
58098,733.05,1,733.05,8
12899,732.88,1,732.88,4
45144,732.83,1,732.83,4
75195,732.74,1,732.74,2
15932,731.32,2,365.66,7
49533,730.44,1,730.44,7
87261,730.38,1,730.38,3
65260,729.1,1,729.1,3
19011,727.56,1,727.56,7
58155,727.27,1,727.27,4
63109,727.05,1,727.05,4
45650,726.41,1,726.41,4
71306,726.24,1,726.24,6
40053,725.72,1,725.72,5
96291,725.13,2,362.56,10
76102,724.61,1,724.61,4
16590,724.09,1,724.09,6
13597,723.52,1,723.52,8
67242,722.95,1,722.95,6
34130,722.78,1,722.78,4
94396,722.11,1,722.11,8
75489,720.82,1,720.82,4
58383,719.87,2,359.93,8
99769,718.94,1,718.94,4
85292,718.23,3,239.41,12
44229,717.98,1,717.98,5
94691,717.85,1,717.85,6
70887,717.83,1,717.83,4
25348,717.82,1,717.82,9
42026,717.32,1,717.32,7
30139,717.3,1,717.3,7
84517,716.15,1,716.15,4
90519,716.06,1,716.06,7
15157,714.88,1,714.88,4
77278,714.57,1,714.57,7
41602,713.15,1,713.15,7
74885,711.74,1,711.74,8
92389,710.89,1,710.89,5
65527,710.61,1,710.61,7
72227,707.86,1,707.86,5
92353,707.65,1,707.65,6
76281,707.63,1,707.63,6
57699,707.52,1,707.52,6
43918,707.44,1,707.44,6
67716,706.42,2,353.21,11
50247,706.31,1,706.31,8
58957,705.61,1,705.61,3
95896,705.38,1,705.38,7
25221,704.1,1,704.1,7
47969,703.17,1,703.17,3
27062,703.05,1,703.05,4
53853,701.97,1,701.97,4
35296,701.89,1,701.89,3
19417,701.47,2,350.73,5
51047,700.28,1,700.28,7
88635,699.91,1,699.91,6
85885,699.18,2,349.59,6
57034,699.01,2,349.5,8
80245,698.78,1,698.78,5
20058,698.58,1,698.58,4
75997,697.82,1,697.82,8
25468,697.73,1,697.73,6
75931,697.47,1,697.47,4
95210,696.65,1,696.65,4
40428,696.39,1,696.39,5
77314,695.03,1,695.03,4
89793,694.79,1,694.79,6
15951,694.47,1,694.47,5
40814,693.61,2,346.81,8
42351,693.43,1,693.43,6
21207,693.35,1,693.35,6
58880,691.4,1,691.4,5
73297,690.59,1,690.59,4
67589,690.52,1,690.52,6
14950,690.46,1,690.46,5
61477,690.36,1,690.36,5
78418,690.14,1,690.14,7
62962,690.0,1,690.0,4
79456,689.95,1,689.95,5
37265,688.67,2,344.33,7
56597,688.42,1,688.42,3
13943,686.8,1,686.8,4
19647,686.17,1,686.17,6
57666,686.08,1,686.08,4
44087,684.89,1,684.89,8
92605,684.0,1,684.0,5
97727,683.71,2,341.85,12
46350,683.5,1,683.5,5
61625,683.49,1,683.49,9
99077,682.48,1,682.48,4
60812,681.74,1,681.74,6
31818,681.7,1,681.7,4
35040,681.53,1,681.53,6
52656,681.37,1,681.37,6
68119,680.4,1,680.4,6
87893,680.18,1,680.18,4
21604,679.88,3,226.63,7
25251,679.34,1,679.34,5
83910,679.01,2,339.5,8
31612,678.32,1,678.32,5
55294,676.41,1,676.41,4
28032,675.16,1,675.16,10
68859,674.82,1,674.82,4
81139,674.55,2,337.27,11
58910,674.33,1,674.33,6
26074,674.02,1,674.02,7
27206,672.29,1,672.29,5
85251,672.25,1,672.25,11
75667,671.88,1,671.88,4
35824,671.88,1,671.88,6
64547,671.33,1,671.33,6
69765,670.99,1,670.99,4
13877,670.96,1,670.96,4
37928,670.32,2,335.16,9
77551,670.0,2,335.0,10
81998,669.62,1,669.62,5
31073,668.53,1,668.53,4
53997,668.2,2,334.1,7
87238,668.12,1,668.12,4
36501,667.71,2,333.85,9
13879,667.5,1,667.5,4
35571,667.49,1,667.49,9
79149,666.16,1,666.16,5
20660,666.09,2,333.04,9
61958,666.05,1,666.05,9
89216,665.8,1,665.8,3
83198,665.7,1,665.7,7
11505,665.47,1,665.47,4
52283,664.83,1,664.83,2
48510,664.33,1,664.33,6
56156,663.97,1,663.97,5
34192,663.85,1,663.85,4
36979,663.65,1,663.65,4
36515,663.61,1,663.61,7
47926,663.33,1,663.33,6
50058,662.4,2,331.2,8
90111,662.1,1,662.1,5
77172,661.08,2,330.54,6
20103,660.64,1,660.64,7
31683,659.94,1,659.94,4
16796,659.57,1,659.57,5
89893,659.15,2,329.58,14
86538,659.07,2,329.53,11
91481,658.29,1,658.29,6
39878,658.27,1,658.27,5
88203,658.17,1,658.17,4
79424,656.77,1,656.77,4
67041,655.38,1,655.38,5
79782,654.8,1,654.8,6
28534,654.66,1,654.66,4
19505,653.81,1,653.81,6
63107,653.74,1,653.74,7
10003,653.01,1,653.01,4
36054,652.44,1,652.44,3
50102,652.23,1,652.23,3
99398,651.72,1,651.72,6
75246,651.26,1,651.26,6
42100,651.07,1,651.07,6
11780,650.36,1,650.36,6
72150,650.2,1,650.2,4
18452,650.0,1,650.0,5
89251,649.85,1,649.85,7
51064,649.73,1,649.73,6
40850,649.66,1,649.66,7
64195,649.36,1,649.36,4
69242,649.33,1,649.33,3
44591,649.2,1,649.2,3
38608,649.13,1,649.13,3
33215,648.45,1,648.45,9
36812,648.19,1,648.19,8
90769,647.7,1,647.7,5
68126,646.9,1,646.9,7
58629,646.51,1,646.51,6
53905,646.32,1,646.32,3
69057,646.15,1,646.15,3
73741,646.0,1,646.0,6
61376,645.64,1,645.64,3
39934,645.35,2,322.67,7
59914,645.23,1,645.23,4
25344,645.21,1,645.21,5
63039,644.97,1,644.97,6
24382,644.93,1,644.93,4
83199,644.84,2,322.42,8
21775,644.07,1,644.07,4
89028,643.37,1,643.37,6
88924,643.21,1,643.21,4
76640,642.03,1,642.03,7
54663,641.7,1,641.7,4
51306,641.08,1,641.08,5
76326,641.07,1,641.07,3
49885,640.72,1,640.72,7
98324,640.61,1,640.61,4
43044,639.97,1,639.97,5
97887,639.92,1,639.92,4
45413,639.35,2,319.68,7
89775,639.12,1,639.12,4
48817,639.03,1,639.03,4
87898,638.24,1,638.24,7
28715,638.15,1,638.15,5
38224,636.71,1,636.71,4
13831,636.32,2,318.16,7
67933,635.04,1,635.04,5
57879,634.97,1,634.97,9
93256,634.57,1,634.57,4
48081,633.94,3,211.31,14
20331,633.58,1,633.58,4
24364,633.27,1,633.27,5
97784,632.85,1,632.85,4
13704,632.85,1,632.85,5
39944,632.65,1,632.65,6
25682,632.46,1,632.46,4
60372,632.4,1,632.4,6
21447,632.06,1,632.06,6
22502,631.74,1,631.74,6
53846,631.73,1,631.73,8
40263,630.82,1,630.82,5
41639,630.72,1,630.72,4
44768,630.08,1,630.08,4
68367,629.98,1,629.98,6
19336,629.49,1,629.49,3
86840,628.98,1,628.98,5
80936,628.75,1,628.75,6
92752,628.15,1,628.15,8
18977,628.05,1,628.05,5
46191,627.98,1,627.98,6
95248,627.45,1,627.45,11
49718,627.1,1,627.1,5
75377,626.06,1,626.06,4
32740,626.04,1,626.04,13
18043,625.93,1,625.93,6
54169,625.5,2,312.75,11
84364,625.22,1,625.22,4
59725,625.12,1,625.12,7
91350,624.91,1,624.91,5
45770,624.62,1,624.62,6
44744,623.56,2,311.78,9
52567,622.53,1,622.53,5
32021,622.43,2,311.22,8
57468,622.07,1,622.07,5
31520,621.61,1,621.61,4
93030,621.46,1,621.46,3
15578,621.12,1,621.12,4
36215,619.89,1,619.89,3
68705,619.81,2,309.9,7
75016,619.36,1,619.36,4
15563,618.71,1,618.71,6
20721,618.68,1,618.68,4
81709,618.39,2,309.19,7
30190,618.12,1,618.12,5
30208,618.04,2,309.02,8
75090,618.01,1,618.01,4
16549,617.77,1,617.77,4
87057,617.28,1,617.28,6
87682,616.71,1,616.71,3
24901,616.5,1,616.5,3
65885,616.32,1,616.32,2
24301,615.89,1,615.89,8
97075,615.75,1,615.75,3
75213,615.57,1,615.57,5
67894,615.34,1,615.34,9
80914,614.38,1,614.38,5
70851,614.32,1,614.32,9
50378,613.86,1,613.86,10
88992,613.81,1,613.81,7
49231,613.78,1,613.78,4
79837,613.76,1,613.76,5
11466,613.36,1,613.36,5
57383,612.71,1,612.71,6
13894,612.29,1,612.29,4
22109,611.81,1,611.81,7
12496,611.71,1,611.71,4
48858,611.54,1,611.54,3
41916,611.02,1,611.02,5
96434,610.79,1,610.79,5
21639,610.52,1,610.52,4
98487,609.28,3,203.09,8
12900,609.22,1,609.22,10
13634,608.82,2,304.41,10
19032,608.81,1,608.81,5
20941,608.37,1,608.37,6
35843,608.2,1,608.2,4
21970,608.15,1,608.15,5
71536,607.8,2,303.9,8
90867,607.27,1,607.27,5
77772,607.26,1,607.26,8
13663,606.81,2,303.4,13
71377,606.74,1,606.74,4
42667,606.64,1,606.64,6
35497,606.51,1,606.51,4
88679,606.01,1,606.01,3
28373,605.18,1,605.18,5
53398,604.95,1,604.95,7
62336,604.53,1,604.53,4
78488,603.23,1,603.23,4
53555,603.03,2,301.52,4
56234,602.97,1,602.97,7
46372,602.94,1,602.94,9
40434,602.93,1,602.93,4
28887,602.0,2,301.0,9
42194,601.69,2,300.85,9
79300,601.41,1,601.41,4
94849,601.2,1,601.2,5
39558,600.22,2,300.11,7
96726,599.53,1,599.53,6
68801,598.74,2,299.37,7
18439,598.51,1,598.51,3
99920,598.49,1,598.49,4
89030,598.23,1,598.23,4
80502,597.68,1,597.68,6
31152,597.58,1,597.58,5
15892,597.14,1,597.14,9
51585,596.88,1,596.88,3
81365,596.33,1,596.33,9
17199,596.14,1,596.14,4
44512,596.08,1,596.08,9
46221,595.93,1,595.93,7
51086,595.71,1,595.71,5
33922,595.59,1,595.59,8
77249,595.47,1,595.47,6
86763,595.03,1,595.03,6
31515,594.92,1,594.92,5
50615,594.9,1,594.9,4
77712,594.14,1,594.14,4
94652,593.93,1,593.93,6
90088,593.76,1,593.76,6
29052,593.34,1,593.34,3
20602,593.33,2,296.66,6
84910,592.55,1,592.55,4
92699,592.3,1,592.3,4
98845,592.25,1,592.25,6
59271,591.91,1,591.91,4
99849,591.73,1,591.73,4
38424,591.33,1,591.33,7
32921,591.1,1,591.1,5
52849,591.05,1,591.05,6
40445,591.05,1,591.05,7
14812,590.92,1,590.92,4
93972,590.42,1,590.42,4
52877,590.38,1,590.38,4
33915,589.8,1,589.8,4
63163,589.62,1,589.62,5
67852,588.57,1,588.57,4
10406,588.5,1,588.5,6
88814,587.99,1,587.99,6
71411,587.18,1,587.18,4
85669,587.17,1,587.17,3
22610,586.97,1,586.97,10
11942,586.92,1,586.92,6
27300,586.82,2,293.41,8
24405,586.48,1,586.48,5
27895,585.68,1,585.68,4
31922,585.1,1,585.1,5
55652,584.98,1,584.98,7
52005,583.65,1,583.65,7
16434,583.15,1,583.15,5
74362,583.08,1,583.08,3
79510,582.73,1,582.73,3
25922,582.67,1,582.67,7
31133,582.6,1,582.6,9
93362,582.44,1,582.44,4
76023,582.22,1,582.22,4
22140,582.2,1,582.2,5
90272,582.03,1,582.03,3
83853,581.78,2,290.89,7
26129,581.65,1,581.65,6
98308,581.45,2,290.73,8
98972,580.89,1,580.89,5
20481,580.73,2,290.36,7
41067,580.51,1,580.51,6
76384,580.39,1,580.39,4
12390,580.14,2,290.07,5
56721,580.05,1,580.05,7
39616,579.19,1,579.19,5
36271,579.06,1,579.06,4
19407,578.95,1,578.95,6
69012,578.85,1,578.85,4
38205,578.83,1,578.83,5
79755,578.83,1,578.83,6
22793,578.01,1,578.01,7
95188,577.9,2,288.95,7
65233,577.32,2,288.66,8
52411,577.18,1,577.18,6
21790,577.08,1,577.08,5
65601,577.05,1,577.05,3
83524,577.02,1,577.02,4
82145,576.64,1,576.64,7
18384,576.09,1,576.09,5
23302,575.88,1,575.88,4
37068,575.69,2,287.84,7
45774,575.05,1,575.05,3
62218,574.78,1,574.78,3
77999,574.57,1,574.57,4
20541,574.22,1,574.22,4
80521,574.21,1,574.21,8
52113,574.05,1,574.05,5
86999,573.96,1,573.96,5
64566,573.88,1,573.88,8
77226,573.58,1,573.58,8
18796,573.4,1,573.4,4
44526,572.84,1,572.84,4
93198,572.28,2,286.14,6
24976,572.14,1,572.14,4
11283,571.66,1,571.66,6
53669,571.48,1,571.48,5
83675,571.25,1,571.25,6
36900,571.04,1,571.04,6
91868,571.03,1,571.03,3
77039,571.0,1,571.0,7
40529,570.7,1,570.7,3
69761,569.77,1,569.77,4
